turn,time_elapsed,event_type,clan,province,units,provinces,damage,units_lost
86,1.1,TURN_SNAPSHOT,Abe,,3100,1,0,0
87,8.6,BATTLE_WIN,Tada,Totomi,12555,9,25662,298
87,8.6,TURN_SNAPSHOT,Tada,,13146,9,0,0
87,8.6,TURN_SNAPSHOT,Date,,134870,2,0,0
87,8.6,TURN_SNAPSHOT,Nori,,0,0,0,0
87,8.6,TURN_SNAPSHOT,Abe,,0,1,0,0
88,5.4,BATTLE_WIN,Tada,Totomi,8370,9,13146,199
88,5.4,TURN_SNAPSHOT,Tada,,4788,9,0,0
88,5.4,TURN_SNAPSHOT,Date,,134870,2,0,0
88,5.4,TURN_SNAPSHOT,Nori,,0,0,0,0
88,5.4,TURN_SNAPSHOT,Abe,,0,1,0,0
89,1.3,RECRUIT,Tada,Totomi,155,9,0,0
89,1.3,RECRUIT,Tada,Totomi,155,9,0,0
89,1.3,RECRUIT,Tada,Totomi,155,9,0,0
89,1.3,BATTLE_WIN,Tada,Totomi,8370,9,29200,165
89,1.3,TURN_SNAPSHOT,Tada,,20884,9,0,0
89,1.3,TURN_SNAPSHOT,Date,,134870,2,0,0
89,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
89,1.3,TURN_SNAPSHOT,Abe,,0,1,0,0
90,2.1,BATTLE_WIN,Tada,Totomi,8370,9,20884,165
90,2.1,TURN_SNAPSHOT,Tada,,12568,9,0,0
90,2.1,TURN_SNAPSHOT,Date,,134870,2,0,0
90,2.1,TURN_SNAPSHOT,Nori,,0,0,0,0
90,2.1,TURN_SNAPSHOT,Abe,,0,1,0,0
91,1.2,RECRUIT,Tada,Totomi,155,9,0,0
91,1.2,RECRUIT,Tada,Totomi,155,9,0,0
91,1.2,RECRUIT,Tada,Totomi,155,9,0,0
91,1.2,SIEGE_LOSS,Tada,Musashi,6200,9,2100,590
91,1.2,TURN_SNAPSHOT,Tada,,36981,8,0,0
91,1.2,TURN_SNAPSHOT,Date,,134870,2,0,0
91,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
91,1.2,TURN_SNAPSHOT,Abe,,4123,2,0,0
92,7.2,BATTLE_WIN,Tada,Totomi,5566,8,36981,107
92,9.3,BATTLE_WIN,Tada,Totomi,8370,8,31447,161
92,9.3,TURN_SNAPSHOT,Tada,,23110,8,0,0
92,9.3,TURN_SNAPSHOT,Date,,134870,2,0,0
92,9.3,TURN_SNAPSHOT,Nori,,0,0,0,0
92,9.3,TURN_SNAPSHOT,Abe,,0,2,0,0
93,1.2,RECRUIT,Tada,Totomi,155,8,0,0
93,1.2,RECRUIT,Tada,Totomi,155,8,0,0
93,1.2,RECRUIT,Tada,Totomi,155,8,0,0
93,1.2,TURN_SNAPSHOT,Tada,,47523,8,0,0
93,1.2,TURN_SNAPSHOT,Date,,134870,2,0,0
93,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
93,1.2,TURN_SNAPSHOT,Abe,,6200,2,0,0
94,5.3,BATTLE_WIN,Tada,Totomi,16740,8,47523,320
94,5.3,TURN_SNAPSHOT,Tada,,30870,8,0,0
94,5.3,TURN_SNAPSHOT,Date,,134870,2,0,0
94,5.3,TURN_SNAPSHOT,Nori,,0,0,0,0
94,5.3,TURN_SNAPSHOT,Abe,,0,2,0,0
95,1.2,RECRUIT,Tada,Totomi,155,8,0,0
95,1.2,RECRUIT,Tada,Totomi,155,8,0,0
95,1.2,RECRUIT,Tada,Totomi,155,8,0,0
95,1.2,RECRUIT,Tada,Mikawa,135,8,0,0
95,1.2,RECRUIT,Tada,Mikawa,135,8,0,0
95,1.2,RECRUIT,Tada,Mikawa,135,8,0,0
95,1.2,TURN_SNAPSHOT,Tada,,72292,8,0,0
95,1.2,TURN_SNAPSHOT,Date,,134870,2,0,0
95,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
95,1.2,TURN_SNAPSHOT,Abe,,6200,2,0,0
96,3.2,BATTLE_WIN,Tada,Totomi,16740,8,55282,319
96,3.2,TURN_SNAPSHOT,Tada,,55650,8,0,0
96,3.2,TURN_SNAPSHOT,Date,,134870,2,0,0
96,3.2,TURN_SNAPSHOT,Nori,,0,0,0,0
96,3.2,TURN_SNAPSHOT,Abe,,0,2,0,0
97,6.0,TURN_SNAPSHOT,Tada,,55650,8,0,0
97,6.0,TURN_SNAPSHOT,Date,,134870,2,0,0
97,6.0,TURN_SNAPSHOT,Nori,,0,0,0,0
97,6.0,TURN_SNAPSHOT,Abe,,12276,3,0,0
98,1.3,RECRUIT,Tada,Totomi,155,8,0,0
98,1.3,RECRUIT,Tada,Totomi,155,8,0,0
98,1.3,RECRUIT,Tada,Totomi,155,8,0,0
98,1.3,RECRUIT,Tada,Mikawa,135,8,0,0
98,1.3,RECRUIT,Tada,Mikawa,135,8,0,0
98,1.3,RECRUIT,Tada,Mikawa,135,8,0,0
98,1.3,BATTLE_WIN,Tada,Totomi,16740,8,17010,398
98,1.3,BATTLE_LOSS,Tada,Totomi,8370,8,294,199
98,1.3,TURN_SNAPSHOT,Tada,,80062,8,0,0
98,1.3,TURN_SNAPSHOT,Date,,129260,2,0,0
98,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
98,1.3,TURN_SNAPSHOT,Abe,,6417,3,0,0
99,3.1,BATTLE_WIN,Tada,Totomi,16363,8,63052,311
99,3.1,TURN_SNAPSHOT,Tada,,63787,8,0,0
99,3.1,TURN_SNAPSHOT,Date,,129260,2,0,0
99,3.1,TURN_SNAPSHOT,Nori,,0,0,0,0
99,3.1,TURN_SNAPSHOT,Abe,,6696,3,0,0
100,1.3,RECRUIT,Tada,Totomi,155,8,0,0
100,1.3,RECRUIT,Tada,Totomi,155,8,0,0
100,1.3,RECRUIT,Tada,Totomi,155,8,0,0
100,1.3,TURN_SNAPSHOT,Tada,,88200,8,0,0
100,1.3,TURN_SNAPSHOT,Date,,129260,2,0,0
100,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
100,1.3,TURN_SNAPSHOT,Abe,,19096,3,0,0
101,3.2,SIEGE_WIN,Tada,Musashi,8060,9,71190,153
101,3.2,RECRUIT,Tada,Musashi,200,9,0,0
101,3.2,BATTLE_WIN,Tada,Musashi,25110,9,69357,507
101,3.2,TURN_SNAPSHOT,Tada,,61298,9,0,0
101,3.2,TURN_SNAPSHOT,Date,,129260,2,0,0
101,3.2,TURN_SNAPSHOT,Nori,,0,0,0,0
101,3.2,TURN_SNAPSHOT,Abe,,496,2,0,0
102,1.4,RECRUIT,Tada,Musashi,200,9,0,0
102,1.4,BATTLE_WIN,Tada,Totomi,8370,9,17010,199
102,1.4,TURN_SNAPSHOT,Tada,,59140,9,0,0
102,1.4,TURN_SNAPSHOT,Date,,129260,2,0,0
102,1.4,TURN_SNAPSHOT,Nori,,0,0,0,0
102,1.4,TURN_SNAPSHOT,Abe,,496,2,0,0
103,4.3,BATTLE_WIN,Tada,Totomi,8370,9,8652,199
103,4.3,TURN_SNAPSHOT,Tada,,50782,9,0,0
103,4.3,TURN_SNAPSHOT,Date,,129260,2,0,0
103,4.3,TURN_SNAPSHOT,Nori,,0,0,0,0
103,4.3,TURN_SNAPSHOT,Abe,,496,2,0,0
104,1.3,RECRUIT,Tada,Musashi,155,9,0,0
104,1.3,RECRUIT,Tada,Musashi,155,9,0,0
104,1.3,RECRUIT,Tada,Musashi,155,9,0,0
104,1.3,BATTLE_LOSS,Tada,Totomi,8370,9,294,199
104,1.3,TURN_SNAPSHOT,Tada,,74900,9,0,0
104,1.3,TURN_SNAPSHOT,Date,,129260,2,0,0
104,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
104,1.3,TURN_SNAPSHOT,Abe,,6417,2,0,0
105,3.3,BATTLE_WIN,Tada,Musashi,7993,9,74900,166
105,6.7,SIEGE_LOSS,Tada,Totomi,6200,9,3150,590
105,6.7,TURN_SNAPSHOT,Tada,,66916,8,0,0
105,6.7,TURN_SNAPSHOT,Date,,129260,2,0,0
105,6.7,TURN_SNAPSHOT,Nori,,0,0,0,0
105,6.7,TURN_SNAPSHOT,Abe,,3565,3,0,0
106,1.0,RECRUIT,Tada,Musashi,155,8,0,0
106,1.0,RECRUIT,Tada,Musashi,155,8,0,0
106,1.0,RECRUIT,Tada,Musashi,155,8,0,0
106,1.0,BATTLE_WIN,Tada,Musashi,37100,8,91329,755
106,1.0,TURN_SNAPSHOT,Tada,,54228,8,0,0
106,1.0,TURN_SNAPSHOT,Date,,129260,2,0,0
106,1.0,TURN_SNAPSHOT,Nori,,0,0,0,0
106,1.0,TURN_SNAPSHOT,Abe,,6696,3,0,0
107,4.6,BATTLE_WIN,Tada,Musashi,16740,8,54228,341
107,4.6,TURN_SNAPSHOT,Tada,,37487,8,0,0
107,4.6,TURN_SNAPSHOT,Date,,129260,2,0,0
107,4.6,TURN_SNAPSHOT,Nori,,0,0,0,0
107,4.6,TURN_SNAPSHOT,Abe,,496,3,0,0
108,5.2,RECRUIT,Tada,Musashi,155,8,0,0
108,5.2,RECRUIT,Tada,Musashi,155,8,0,0
108,5.2,RECRUIT,Tada,Musashi,155,8,0,0
108,5.2,SIEGE_LOSS,Tada,Mikawa,6200,8,600,2066
108,5.2,TURN_SNAPSHOT,Tada,,61899,7,0,0
108,5.2,TURN_SNAPSHOT,Date,,129260,2,0,0
108,5.2,TURN_SNAPSHOT,Nori,,0,0,0,0
108,5.2,TURN_SNAPSHOT,Abe,,12307,4,0,0
109,1.4,BATTLE_WIN,Tada,Musashi,16740,7,61899,332
109,1.4,TURN_SNAPSHOT,Tada,,45136,7,0,0
109,1.4,TURN_SNAPSHOT,Date,,129260,2,0,0
109,1.4,TURN_SNAPSHOT,Nori,,0,0,0,0
109,1.4,TURN_SNAPSHOT,Abe,,29193,5,0,0
110,4.2,TURN_SNAPSHOT,Tada,,45136,7,0,0
110,4.2,TURN_SNAPSHOT,Date,,129260,2,0,0
110,4.2,TURN_SNAPSHOT,Nori,,0,0,0,0
110,4.2,TURN_SNAPSHOT,Abe,,41593,5,0,0
111,1.3,SIEGE_WIN,Tada,Edo,8060,8,45136,160
111,1.3,RECRUIT,Tada,Edo,200,8,0,0
111,1.3,BATTLE_WIN,Tada,Edo,16740,8,43258,362
111,1.3,TURN_SNAPSHOT,Tada,,26511,8,0,0
111,1.3,TURN_SNAPSHOT,Date,,129260,2,0,0
111,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
111,1.3,TURN_SNAPSHOT,Abe,,29193,4,0,0
112,10.1,RECRUIT,Tada,Edo,200,8,0,0
112,10.1,BATTLE_WIN,Tada,Edo,8370,8,32711,198
112,10.1,TURN_SNAPSHOT,Tada,,24315,8,0,0
112,10.1,TURN_SNAPSHOT,Date,,129260,2,0,0
112,10.1,TURN_SNAPSHOT,Nori,,0,0,0,0
112,10.1,TURN_SNAPSHOT,Abe,,35393,4,0,0
113,1.2,RECRUIT,Tada,Musashi,155,8,0,0
113,1.2,RECRUIT,Tada,Musashi,155,8,0,0
113,1.2,RECRUIT,Tada,Musashi,155,8,0,0
113,1.2,RECRUIT,Tada,Edo,155,8,0,0
113,1.2,RECRUIT,Tada,Edo,155,8,0,0
113,1.2,RECRUIT,Tada,Owari,85,8,0,0
113,1.2,RECRUIT,Tada,Owari,85,8,0,0
113,1.2,RECRUIT,Tada,Owari,85,8,0,0
113,1.2,RECRUIT,Tada,Kyoto,135,8,0,0
113,1.2,RECRUIT,Tada,Kyoto,135,8,0,0
113,1.2,RECRUIT,Tada,Kyoto,135,8,0,0
113,1.2,BATTLE_WIN,Tada,Musashi,17409,8,24412,331
113,1.3,BATTLE_LOSS,Tada,Owari,30538,8,5355,1454
113,1.3,BATTLE_LOSS,Tada,Musashi,8370,8,7035,159
113,1.3,TURN_SNAPSHOT,Tada,,57600,8,0,0
113,1.3,TURN_SNAPSHOT,Date,,129260,2,0,0
113,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
113,1.3,TURN_SNAPSHOT,Abe,,23396,4,0,0
114,3.4,SIEGE_LOSS,Tada,Musashi,6200,8,3150,590
114,3.4,TURN_SNAPSHOT,Tada,,57600,7,0,0
114,3.4,TURN_SNAPSHOT,Date,,129260,2,0,0
114,3.4,TURN_SNAPSHOT,Nori,,0,0,0,0
114,3.4,TURN_SNAPSHOT,Abe,,38865,5,0,0
115,1.2,RECRUIT,Tada,Owari,85,7,0,0
115,1.2,RECRUIT,Tada,Owari,85,7,0,0
115,1.2,RECRUIT,Tada,Owari,85,7,0,0
115,1.2,BATTLE_LOSS,Tada,Owari,40122,7,5355,1910
115,1.2,BATTLE_WIN,Tada,Edo,16740,7,40590,365
115,1.2,TURN_SNAPSHOT,Tada,,40867,7,0,0
115,1.2,TURN_SNAPSHOT,Date,,129260,2,0,0
115,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
115,1.2,TURN_SNAPSHOT,Abe,,39635,6,0,0
116,3.0,BATTLE_WIN,Tada,Edo,4143,7,23857,90
116,7.5,BATTLE_WIN,Tada,Edo,8370,7,19713,183
116,7.5,TURN_SNAPSHOT,Tada,,28319,7,0,0
116,7.5,TURN_SNAPSHOT,Date,,123200,2,0,0
116,7.5,TURN_SNAPSHOT,Nori,,0,0,0,0
116,7.5,TURN_SNAPSHOT,Abe,,43466,7,0,0
117,4.3,RECRUIT,Tada,Edo,155,7,0,0
117,4.3,RECRUIT,Tada,Edo,155,7,0,0
117,4.3,RECRUIT,Tada,Edo,155,7,0,0
117,4.3,BATTLE_LOSS,Tada,Owari,49698,7,17010,1183
117,4.3,TURN_SNAPSHOT,Tada,,35722,7,0,0
117,4.3,TURN_SNAPSHOT,Date,,116720,2,0,0
117,4.3,TURN_SNAPSHOT,Nori,,0,0,0,0
117,4.3,TURN_SNAPSHOT,Abe,,44517,7,0,0
118,1.8,BATTLE_WIN,Tada,Edo,16740,7,35722,334
118,1.8,BATTLE_WIN,Tada,Edo,16740,7,19133,332
118,1.8,TURN_SNAPSHOT,Tada,,2412,7,0,0
118,1.8,TURN_SNAPSHOT,Date,,116720,2,0,0
118,1.8,TURN_SNAPSHOT,Nori,,0,0,0,0
118,1.8,TURN_SNAPSHOT,Abe,,44517,6,0,0
119,7.2,BATTLE_LOSS,Tada,Edo,8370,7,2412,166
119,7.2,SIEGE_LOSS,Tada,Edo,6200,7,3150,590
119,7.2,TURN_SNAPSHOT,Tada,,0,6,0,0
119,7.2,TURN_SNAPSHOT,Date,,116720,2,0,0
119,7.2,TURN_SNAPSHOT,Nori,,0,0,0,0
119,7.2,TURN_SNAPSHOT,Abe,,63675,8,0,0
120,2.4,TURN_SNAPSHOT,Tada,,0,6,0,0
120,2.4,TURN_SNAPSHOT,Date,,98260,2,0,0
120,2.4,TURN_SNAPSHOT,Nori,,0,0,0,0
120,2.4,TURN_SNAPSHOT,Abe,,94411,8,0,0
121,1.3,RECRUIT,Tada,Owari,105,6,0,0
121,1.3,RECRUIT,Tada,Owari,105,6,0,0
121,1.3,RECRUIT,Tada,Owari,105,6,0,0
121,1.3,BATTLE_LOSS,Tada,Owari,60265,6,9922,1913
121,1.3,TURN_SNAPSHOT,Tada,,0,6,0,0
121,1.3,TURN_SNAPSHOT,Date,,98260,2,0,0
121,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
121,1.3,TURN_SNAPSHOT,Abe,,109333,8,0,0
122,2.3,TURN_SNAPSHOT,Tada,,0,6,0,0
122,2.3,TURN_SNAPSHOT,Date,,98260,2,0,0
122,2.3,TURN_SNAPSHOT,Nori,,0,0,0,0
122,2.3,TURN_SNAPSHOT,Abe,,140333,8,0,0
123,1.1,RECRUIT,Tada,Owari,105,6,0,0
123,1.1,RECRUIT,Tada,Owari,105,6,0,0
123,1.1,RECRUIT,Tada,Owari,105,6,0,0
123,1.1,BATTLE_LOSS,Tada,Owari,63670,6,9922,2021
123,1.1,TURN_SNAPSHOT,Tada,,0,6,0,0
123,1.1,TURN_SNAPSHOT,Date,,98260,2,0,0
123,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
123,1.1,TURN_SNAPSHOT,Abe,,161461,8,0,0
124,2.4,TURN_SNAPSHOT,Tada,,0,6,0,0
124,2.4,TURN_SNAPSHOT,Date,,98260,2,0,0
124,2.4,TURN_SNAPSHOT,Nori,,0,0,0,0
124,2.4,TURN_SNAPSHOT,Abe,,198661,8,0,0
125,1.3,RECRUIT,Tada,Owari,105,6,0,0
125,1.3,RECRUIT,Tada,Owari,105,6,0,0
125,1.3,RECRUIT,Tada,Owari,105,6,0,0
125,1.3,BATTLE_LOSS,Tada,Owari,67082,6,9922,2129
125,1.3,TURN_SNAPSHOT,Tada,,0,6,0,0
125,1.3,TURN_SNAPSHOT,Date,,98260,2,0,0
125,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
125,1.3,TURN_SNAPSHOT,Abe,,225993,8,0,0
126,7.1,TURN_SNAPSHOT,Tada,,0,6,0,0
126,7.1,TURN_SNAPSHOT,Date,,98260,2,0,0
126,7.1,TURN_SNAPSHOT,Nori,,0,0,0,0
126,7.1,TURN_SNAPSHOT,Abe,,263193,8,0,0
127,1.2,RECRUIT,Tada,Owari,105,6,0,0
127,1.2,RECRUIT,Tada,Owari,105,6,0,0
127,1.2,RECRUIT,Tada,Owari,105,6,0,0
127,1.2,RECRUIT,Tada,Kyoto,135,6,0,0
127,1.2,RECRUIT,Tada,Kyoto,135,6,0,0
127,1.2,RECRUIT,Tada,Kyoto,135,6,0,0
127,1.2,RECRUIT,Tada,Omi,105,6,0,0
127,1.2,RECRUIT,Tada,Omi,105,6,0,0
127,1.2,RECRUIT,Tada,Omi,105,6,0,0
127,1.2,RECRUIT,Tada,Osaka,155,6,0,0
127,1.2,RECRUIT,Tada,Osaka,155,6,0,0
127,1.2,RECRUIT,Tada,Osaka,155,6,0,0
127,1.2,BATTLE_LOSS,Tada,Owari,70501,6,9922,2238
127,1.2,TURN_SNAPSHOT,Tada,,51345,6,0,0
127,1.2,TURN_SNAPSHOT,Date,,98260,2,0,0
127,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
127,1.2,TURN_SNAPSHOT,Abe,,290408,8,0,0
128,2.5,TURN_SNAPSHOT,Tada,,51345,6,0,0
128,2.5,TURN_SNAPSHOT,Date,,98260,2,0,0
128,2.5,TURN_SNAPSHOT,Nori,,0,0,0,0
128,2.5,TURN_SNAPSHOT,Abe,,327608,8,0,0
129,1.1,RECRUIT,Tada,Owari,105,6,0,0
129,1.1,RECRUIT,Tada,Owari,105,6,0,0
129,1.1,RECRUIT,Tada,Owari,105,6,0,0
129,1.1,BATTLE_LOSS,Tada,Owari,73761,6,9922,2341
129,1.1,TURN_SNAPSHOT,Tada,,51345,6,0,0
129,1.1,TURN_SNAPSHOT,Date,,98260,2,0,0
129,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
129,1.1,TURN_SNAPSHOT,Abe,,354792,8,0,0
130,5.8,TURN_SNAPSHOT,Tada,,51345,6,0,0
130,5.8,TURN_SNAPSHOT,Date,,98260,2,0,0
130,5.8,TURN_SNAPSHOT,Nori,,0,0,0,0
130,5.8,TURN_SNAPSHOT,Abe,,391992,8,0,0
131,1.1,RECRUIT,Tada,Owari,105,6,0,0
131,1.1,RECRUIT,Tada,Owari,105,6,0,0
131,1.1,RECRUIT,Tada,Owari,105,6,0,0
131,1.1,RECRUIT,Tada,Kyoto,135,6,0,0
131,1.1,RECRUIT,Tada,Kyoto,135,6,0,0
131,1.1,RECRUIT,Tada,Kyoto,135,6,0,0
131,1.1,RECRUIT,Tada,Omi,105,6,0,0
131,1.1,RECRUIT,Tada,Omi,105,6,0,0
131,1.1,RECRUIT,Tada,Omi,105,6,0,0
131,1.1,RECRUIT,Tada,Osaka,155,6,0,0
131,1.1,RECRUIT,Tada,Osaka,155,6,0,0
131,1.1,RECRUIT,Tada,Osaka,155,6,0,0
131,1.1,BATTLE_LOSS,Tada,Owari,76979,6,9922,2443
131,1.1,TURN_SNAPSHOT,Tada,,102690,6,0,0
131,1.1,TURN_SNAPSHOT,Date,,92060,2,0,0
131,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
131,1.1,TURN_SNAPSHOT,Abe,,425378,8,0,0
132,7.9,TURN_SNAPSHOT,Tada,,102690,6,0,0
132,7.9,TURN_SNAPSHOT,Date,,79690,2,0,0
132,7.9,TURN_SNAPSHOT,Nori,,0,0,0,0
132,7.9,TURN_SNAPSHOT,Abe,,462578,8,0,0
133,1.1,RECRUIT,Tada,Kyoto,135,6,0,0
133,1.1,RECRUIT,Tada,Kyoto,135,6,0,0
133,1.1,RECRUIT,Tada,Kyoto,135,6,0,0
133,1.1,RECRUIT,Tada,Omi,105,6,0,0
133,1.1,RECRUIT,Tada,Omi,105,6,0,0
133,1.1,RECRUIT,Tada,Omi,105,6,0,0
133,1.1,RECRUIT,Tada,Osaka,155,6,0,0
133,1.1,RECRUIT,Tada,Osaka,155,6,0,0
133,1.1,RECRUIT,Tada,Osaka,155,6,0,0
133,1.1,TURN_SNAPSHOT,Tada,,154035,6,0,0
133,1.1,TURN_SNAPSHOT,Date,,71540,2,0,0
133,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
133,1.1,TURN_SNAPSHOT,Abe,,504025,8,0,0
134,1.1,TURN_SNAPSHOT,Tada,,154035,6,0,0
134,1.1,TURN_SNAPSHOT,Date,,73690,2,0,0
134,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
134,1.1,TURN_SNAPSHOT,Abe,,547425,8,0,0
135,4.8,TURN_SNAPSHOT,Tada,,154035,6,0,0
135,4.8,TURN_SNAPSHOT,Date,,75860,2,0,0
135,4.8,TURN_SNAPSHOT,Nori,,0,0,0,0
135,4.8,TURN_SNAPSHOT,Abe,,590825,8,0,0
136,1.2,RECRUIT,Tada,Kyoto,135,6,0,0
136,1.2,RECRUIT,Tada,Kyoto,135,6,0,0
136,1.2,RECRUIT,Tada,Kyoto,135,6,0,0
136,1.2,RECRUIT,Tada,Omi,105,6,0,0
136,1.2,RECRUIT,Tada,Omi,105,6,0,0
136,1.2,RECRUIT,Tada,Omi,105,6,0,0
136,1.2,RECRUIT,Tada,Osaka,155,6,0,0
136,1.2,RECRUIT,Tada,Osaka,155,6,0,0
136,1.2,RECRUIT,Tada,Osaka,155,6,0,0
136,1.2,TURN_SNAPSHOT,Tada,,205380,6,0,0
136,1.2,TURN_SNAPSHOT,Date,,77790,2,0,0
136,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
136,1.2,TURN_SNAPSHOT,Abe,,634225,8,0,0
137,10.9,TURN_SNAPSHOT,Tada,,205380,6,0,0
137,10.9,TURN_SNAPSHOT,Date,,79830,2,0,0
137,10.9,TURN_SNAPSHOT,Nori,,0,0,0,0
137,10.9,TURN_SNAPSHOT,Abe,,677625,8,0,0
138,1.1,RECRUIT,Tada,Omi,105,6,0,0
138,1.1,RECRUIT,Tada,Omi,105,6,0,0
138,1.1,RECRUIT,Tada,Omi,105,6,0,0
138,1.1,RECRUIT,Tada,Osaka,155,6,0,0
138,1.1,RECRUIT,Tada,Osaka,155,6,0,0
138,1.1,RECRUIT,Tada,Osaka,155,6,0,0
138,1.2,TURN_SNAPSHOT,Tada,,239715,6,0,0
138,1.2,TURN_SNAPSHOT,Date,,81960,2,0,0
138,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
138,1.2,TURN_SNAPSHOT,Abe,,721025,8,0,0
139,1.3,TURN_SNAPSHOT,Tada,,239715,6,0,0
139,1.3,TURN_SNAPSHOT,Date,,83850,2,0,0
139,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
139,1.3,TURN_SNAPSHOT,Abe,,764425,8,0,0
140,1.1,TURN_SNAPSHOT,Tada,,239715,6,0,0
140,1.1,TURN_SNAPSHOT,Date,,85650,2,0,0
140,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
140,1.1,TURN_SNAPSHOT,Abe,,799827,8,0,0
141,2.5,TURN_SNAPSHOT,Tada,,239715,6,0,0
141,2.5,TURN_SNAPSHOT,Date,,87450,2,0,0
141,2.5,TURN_SNAPSHOT,Nori,,0,0,0,0
141,2.5,TURN_SNAPSHOT,Abe,,835229,8,0,0
142,1.3,TURN_SNAPSHOT,Tada,,239715,6,0,0
142,1.3,TURN_SNAPSHOT,Date,,89250,2,0,0
142,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
142,1.3,TURN_SNAPSHOT,Abe,,864431,8,0,0
143,10.6,TURN_SNAPSHOT,Tada,,239715,6,0,0
143,10.6,TURN_SNAPSHOT,Date,,91050,2,0,0
143,10.6,TURN_SNAPSHOT,Nori,,0,0,0,0
143,10.6,TURN_SNAPSHOT,Abe,,893633,8,0,0
144,3.5,BATTLE_WIN,Tada,Owari,163900,6,239715,3774
144,3.5,TURN_SNAPSHOT,Tada,,76167,6,0,0
144,3.5,TURN_SNAPSHOT,Date,,92850,2,0,0
144,3.5,TURN_SNAPSHOT,Nori,,0,0,0,0
144,3.5,TURN_SNAPSHOT,Abe,,770427,8,0,0
145,1.3,RECRUIT,Tada,Owari,105,6,0,0
145,1.3,RECRUIT,Tada,Owari,105,6,0,0
145,1.3,RECRUIT,Tada,Owari,105,6,0,0
145,1.3,RECRUIT,Tada,Kyoto,135,6,0,0
145,1.3,RECRUIT,Tada,Kyoto,135,6,0,0
145,1.3,RECRUIT,Tada,Kyoto,135,6,0,0
145,1.3,TURN_SNAPSHOT,Tada,,103099,6,0,0
145,1.3,TURN_SNAPSHOT,Date,,100850,2,0,0
145,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
145,1.3,TURN_SNAPSHOT,Abe,,793429,8,0,0
146,2.8,TURN_SNAPSHOT,Tada,,103099,6,0,0
146,2.8,TURN_SNAPSHOT,Date,,108850,2,0,0
146,2.8,TURN_SNAPSHOT,Nori,,0,0,0,0
146,2.8,TURN_SNAPSHOT,Abe,,816431,8,0,0
147,4.0,TURN_SNAPSHOT,Tada,,103099,6,0,0
147,4.0,TURN_SNAPSHOT,Date,,110650,2,0,0
147,4.0,TURN_SNAPSHOT,Nori,,0,0,0,0
147,4.0,TURN_SNAPSHOT,Abe,,851833,8,0,0
148,1.2,BATTLE_WIN,Tada,Owari,16740,6,17010,398
148,1.2,TURN_SNAPSHOT,Tada,,86383,6,0,0
148,1.2,TURN_SNAPSHOT,Date,,112450,2,0,0
148,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
148,1.2,TURN_SNAPSHOT,Abe,,868635,8,0,0
149,1.4,SIEGE_WIN,Tada,Mikawa,1860,7,86089,44
149,1.4,RECRUIT,Tada,Mikawa,200,7,0,0
149,1.4,BATTLE_LOSS,Tada,Mikawa,217620,7,90588,5325
149,1.4,TURN_SNAPSHOT,Tada,,294,7,0,0
149,1.4,TURN_SNAPSHOT,Date,,114250,2,0,0
149,1.4,TURN_SNAPSHOT,Nori,,0,0,0,0
149,1.4,TURN_SNAPSHOT,Abe,,782455,7,0,0
150,7.2,TURN_SNAPSHOT,Tada,,294,7,0,0
150,7.2,TURN_SNAPSHOT,Date,,122250,2,0,0
150,7.2,TURN_SNAPSHOT,Nori,,0,0,0,0
150,7.2,TURN_SNAPSHOT,Abe,,786857,7,0,0
151,1.3,TURN_SNAPSHOT,Tada,,294,7,0,0
151,1.3,TURN_SNAPSHOT,Date,,130250,2,0,0
151,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
151,1.3,TURN_SNAPSHOT,Abe,,791259,7,0,0
152,3.6,TURN_SNAPSHOT,Tada,,294,7,0,0
152,3.6,TURN_SNAPSHOT,Date,,138250,2,0,0
152,3.6,TURN_SNAPSHOT,Nori,,0,0,0,0
152,3.6,TURN_SNAPSHOT,Abe,,808061,7,0,0
153,1.1,TURN_SNAPSHOT,Tada,,294,7,0,0
