turn,time_elapsed,event_type,clan,province,units,provinces,damage,units_lost
91,6.7,TURN_SNAPSHOT,Tada,,782516,4,0,0
91,6.7,TURN_SNAPSHOT,Date,,15550,6,0,0
91,6.7,TURN_SNAPSHOT,Nori,,0,0,0,0
91,6.7,TURN_SNAPSHOT,Abe,,18600,4,0,0
92,0.2,RECRUIT,Date,Dewa,160,6,0,0
92,0.2,RECRUIT,Date,Dewa,160,6,0,0
92,0.2,RECRUIT,Date,Dewa,160,6,0,0
92,0.2,BATTLE_WIN,Date,Kanto,6200,6,6760,155
92,0.2,BATTLE_WIN,Date,Suruga,6200,6,8790,184
92,0.2,TURN_SNAPSHOT,Tada,,782516,4,0,0
92,0.2,TURN_SNAPSHOT,Date,,27120,6,0,0
92,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
92,0.2,TURN_SNAPSHOT,Abe,,24800,4,0,0
93,2.1,BATTLE_LOSS,Date,Kanto,6200,6,560,155
93,2.1,BATTLE_LOSS,Date,Suruga,6200,6,2560,186
93,2.1,TURN_SNAPSHOT,Tada,,782516,4,0,0
93,2.1,TURN_SNAPSHOT,Date,,24000,6,0,0
93,2.1,TURN_SNAPSHOT,Nori,,0,0,0,0
93,2.1,TURN_SNAPSHOT,Abe,,40300,4,0,0
94,0.3,RECRUIT,Date,Kanto,140,6,0,0
94,0.3,RECRUIT,Date,Kanto,140,6,0,0
94,0.3,RECRUIT,Date,Kanto,140,6,0,0
94,0.3,BATTLE_WIN,Date,Kanto,11842,6,16800,296
94,0.3,TURN_SNAPSHOT,Tada,,782516,4,0,0
94,0.3,TURN_SNAPSHOT,Date,,28960,6,0,0
94,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
94,0.3,TURN_SNAPSHOT,Abe,,47058,4,0,0
95,5.5,BATTLE_LOSS,Date,Kanto,6200,6,4960,155
95,5.5,TURN_SNAPSHOT,Tada,,782516,4,0,0
95,5.5,TURN_SNAPSHOT,Date,,24000,6,0,0
95,5.5,TURN_SNAPSHOT,Nori,,0,0,0,0
95,5.5,TURN_SNAPSHOT,Abe,,60698,4,0,0
96,0.3,RECRUIT,Date,Dewa,160,6,0,0
96,0.3,RECRUIT,Date,Dewa,160,6,0,0
96,0.3,RECRUIT,Date,Dewa,160,6,0,0
96,0.3,RECRUIT,Date,Kanto,140,6,0,0
96,0.3,RECRUIT,Date,Kanto,140,6,0,0
96,0.3,RECRUIT,Date,Kanto,140,6,0,0
96,0.3,RECRUIT,Date,Shimosa,140,6,0,0
96,0.3,RECRUIT,Date,Shimosa,140,6,0,0
96,0.3,RECRUIT,Date,Shimosa,140,6,0,0
96,0.3,RECRUIT,Date,Suruga,90,6,0,0
96,0.3,RECRUIT,Date,Suruga,90,6,0,0
96,0.3,RECRUIT,Date,Suruga,90,6,0,0
96,0.3,BATTLE_LOSS,Date,Suruga,22258,6,5400,1112
96,0.3,BATTLE_WIN,Date,Kanto,7440,6,16800,186
96,0.3,TURN_SNAPSHOT,Tada,,782516,4,0,0
96,0.3,TURN_SNAPSHOT,Date,,74160,6,0,0
96,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
96,0.3,TURN_SNAPSHOT,Abe,,66464,4,0,0
97,4.3,BATTLE_WIN,Date,Kanto,6200,6,9360,155
97,4.3,TURN_SNAPSHOT,Tada,,782516,4,0,0
97,4.3,TURN_SNAPSHOT,Date,,67960,6,0,0
97,4.3,TURN_SNAPSHOT,Nori,,0,0,0,0
97,4.3,TURN_SNAPSHOT,Abe,,78864,4,0,0
98,0.3,RECRUIT,Date,Suruga,90,6,0,0
98,0.3,RECRUIT,Date,Suruga,90,6,0,0
98,0.3,RECRUIT,Date,Suruga,90,6,0,0
98,0.3,BATTLE_LOSS,Date,Suruga,29264,6,5400,1463
98,0.3,BATTLE_LOSS,Date,Kanto,6200,6,3160,155
98,0.3,TURN_SNAPSHOT,Tada,,782516,4,0,0
98,0.3,TURN_SNAPSHOT,Date,,64800,6,0,0
98,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
98,0.3,TURN_SNAPSHOT,Abe,,88939,4,0,0
99,5.4,TURN_SNAPSHOT,Tada,,782516,4,0,0
99,5.4,TURN_SNAPSHOT,Date,,64800,6,0,0
99,5.4,TURN_SNAPSHOT,Nori,,0,0,0,0
99,5.4,TURN_SNAPSHOT,Abe,,107539,4,0,0
100,0.3,RECRUIT,Date,Sendai,160,6,0,0
100,0.3,RECRUIT,Date,Sendai,160,6,0,0
100,0.3,RECRUIT,Date,Sendai,160,6,0,0
100,0.3,RECRUIT,Date,Kanto,140,6,0,0
100,0.3,RECRUIT,Date,Kanto,140,6,0,0
100,0.3,RECRUIT,Date,Kanto,140,6,0,0
100,0.3,BATTLE_WIN,Date,Kanto,15469,6,16800,386
100,0.3,TURN_SNAPSHOT,Tada,,782516,4,0,0
100,0.3,TURN_SNAPSHOT,Date,,90160,6,0,0
100,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
100,0.3,TURN_SNAPSHOT,Abe,,116870,4,0,0
101,3.2,BATTLE_LOSS,Date,Kanto,6200,6,1360,155
101,3.2,TURN_SNAPSHOT,Tada,,774168,4,0,0
101,3.2,TURN_SNAPSHOT,Date,,88800,6,0,0
101,3.2,TURN_SNAPSHOT,Nori,,0,0,0,0
101,3.2,TURN_SNAPSHOT,Abe,,134137,4,0,0
102,4.8,RECRUIT,Date,Kanto,140,6,0,0
102,4.8,RECRUIT,Date,Kanto,140,6,0,0
102,4.8,RECRUIT,Date,Kanto,140,6,0,0
102,4.8,BATTLE_WIN,Date,Kanto,11067,6,16800,276
102,4.8,TURN_SNAPSHOT,Tada,,765821,4,0,0
102,4.8,TURN_SNAPSHOT,Date,,94560,6,0,0
102,4.8,TURN_SNAPSHOT,Nori,,0,0,0,0
102,4.8,TURN_SNAPSHOT,Abe,,141670,4,0,0
103,6.0,BATTLE_LOSS,Date,Kanto,6200,6,5760,155
103,6.0,TURN_SNAPSHOT,Tada,,757473,4,0,0
103,6.0,TURN_SNAPSHOT,Date,,88800,6,0,0
103,6.0,TURN_SNAPSHOT,Nori,,0,0,0,0
103,6.0,TURN_SNAPSHOT,Abe,,154535,4,0,0
104,3.3,RECRUIT,Date,Sendai,160,6,0,0
104,3.3,RECRUIT,Date,Sendai,160,6,0,0
104,3.3,RECRUIT,Date,Sendai,160,6,0,0
104,3.3,BATTLE_LOSS,Date,Suruga,61070,6,16800,1526
104,3.3,TURN_SNAPSHOT,Tada,,749126,4,0,0
104,3.3,TURN_SNAPSHOT,Date,,96000,6,0,0
104,3.3,TURN_SNAPSHOT,Nori,,0,0,0,0
104,3.3,TURN_SNAPSHOT,Abe,,156364,4,0,0
105,1.1,RECRUIT,Date,Kanto,140,6,0,0
105,1.1,RECRUIT,Date,Kanto,140,6,0,0
105,1.1,RECRUIT,Date,Kanto,140,6,0,0
105,1.1,BATTLE_WIN,Date,Kanto,12865,6,64800,273
105,1.1,TURN_SNAPSHOT,Tada,,740778,4,0,0
105,1.1,TURN_SNAPSHOT,Date,,99960,6,0,0
105,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
105,1.1,TURN_SNAPSHOT,Abe,,162099,4,0,0
106,2.0,TURN_SNAPSHOT,Tada,,732431,4,0,0
106,2.0,TURN_SNAPSHOT,Date,,99960,6,0,0
106,2.0,TURN_SNAPSHOT,Nori,,0,0,0,0
106,2.0,TURN_SNAPSHOT,Abe,,180699,4,0,0
107,2.5,AMBUSH_WIN,Date,Kanto,0,6,0,0
107,2.5,RECRUIT,Date,Kanto,140,6,0,0
107,2.5,RECRUIT,Date,Kanto,140,6,0,0
107,2.5,RECRUIT,Date,Kanto,140,6,0,0
107,2.5,BATTLE_LOSS,Date,Suruga,62899,6,48000,1257
107,2.5,BATTLE_WIN,Date,Kanto,12400,6,68760,275
107,2.5,TURN_SNAPSHOT,Tada,,724083,4,0,0
107,2.5,TURN_SNAPSHOT,Date,,56360,6,0,0
107,2.5,TURN_SNAPSHOT,Nori,,0,0,0,0
107,2.5,TURN_SNAPSHOT,Abe,,138911,4,0,0
108,4.4,TURN_SNAPSHOT,Tada,,715736,4,0,0
108,4.4,TURN_SNAPSHOT,Date,,56360,6,0,0
108,4.4,TURN_SNAPSHOT,Nori,,0,0,0,0
108,4.4,TURN_SNAPSHOT,Abe,,157511,4,0,0
109,1.1,AMBUSH_WIN,Date,Kanto,412,6,200,412
109,1.1,RECRUIT,Date,Suruga,140,6,0,0
109,1.1,RECRUIT,Date,Suruga,140,6,0,0
109,1.1,RECRUIT,Date,Suruga,140,6,0,0
109,1.1,BATTLE_LOSS,Date,Suruga,27311,6,16800,682
109,1.1,TURN_SNAPSHOT,Tada,,707388,4,0,0
109,1.1,TURN_SNAPSHOT,Date,,37770,6,0,0
109,1.1,TURN_SNAPSHOT,Nori,,0,0,0,0
109,1.1,TURN_SNAPSHOT,Abe,,153140,4,0,0
110,1.2,SIEGE_WIN,Date,Musashi,8060,7,37770,179
110,1.2,RECRUIT,Date,Musashi,200,7,0,0
110,1.2,BATTLE_LOSS,Date,Musashi,136400,7,35890,3272
110,1.2,TURN_SNAPSHOT,Tada,,699041,4,0,0
110,1.2,TURN_SNAPSHOT,Date,,0,7,0,0
110,1.2,TURN_SNAPSHOT,Nori,,0,0,0,0
110,1.2,TURN_SNAPSHOT,Abe,,123473,3,0,0
111,3.5,RECRUIT,Date,Musashi,200,7,0,0
111,3.5,BATTLE_LOSS,Date,Musashi,106733,7,6200,3443
111,3.5,TURN_SNAPSHOT,Tada,,690693,4,0,0
111,3.5,TURN_SNAPSHOT,Date,,0,7,0,0
111,3.5,TURN_SNAPSHOT,Nori,,0,0,0,0
111,3.5,TURN_SNAPSHOT,Abe,,129673,3,0,0
112,0.3,RECRUIT,Date,Musashi,160,7,0,0
112,0.3,RECRUIT,Date,Musashi,160,7,0,0
112,0.3,BATTLE_LOSS,Date,Musashi,106733,7,16000,2134
112,0.3,TURN_SNAPSHOT,Tada,,682346,4,0,0
112,0.3,TURN_SNAPSHOT,Date,,0,7,0,0
112,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
112,0.3,TURN_SNAPSHOT,Abe,,126077,3,0,0
113,1.8,TURN_SNAPSHOT,Tada,,673998,4,0,0
113,1.8,TURN_SNAPSHOT,Date,,0,7,0,0
113,1.8,TURN_SNAPSHOT,Nori,,0,0,0,0
113,1.8,TURN_SNAPSHOT,Abe,,138477,3,0,0
114,0.3,RECRUIT,Date,Musashi,160,7,0,0
114,0.3,RECRUIT,Date,Musashi,160,7,0,0
114,0.3,RECRUIT,Date,Musashi,160,7,0,0
114,0.3,BATTLE_LOSS,Date,Musashi,103137,7,24000,2062
114,0.3,TURN_SNAPSHOT,Tada,,657303,4,0,0
114,0.3,TURN_SNAPSHOT,Date,,0,7,0,0
114,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
114,0.3,TURN_SNAPSHOT,Abe,,120683,3,0,0
115,1.3,TURN_SNAPSHOT,Tada,,648956,4,0,0
115,1.3,TURN_SNAPSHOT,Date,,0,7,0,0
115,1.3,TURN_SNAPSHOT,Nori,,0,0,0,0
115,1.3,TURN_SNAPSHOT,Abe,,133083,3,0,0
116,0.2,RECRUIT,Date,Musashi,160,7,0,0
116,0.2,RECRUIT,Date,Musashi,160,7,0,0
116,0.2,RECRUIT,Date,Musashi,160,7,0,0
116,0.2,BATTLE_LOSS,Date,Musashi,91543,7,24000,1830
116,0.2,TURN_SNAPSHOT,Tada,,640608,4,0,0
116,0.2,TURN_SNAPSHOT,Date,,0,7,0,0
116,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
116,0.2,TURN_SNAPSHOT,Abe,,121489,3,0,0
117,3.0,TURN_SNAPSHOT,Tada,,636198,4,0,0
117,3.0,TURN_SNAPSHOT,Date,,0,7,0,0
117,3.0,TURN_SNAPSHOT,Nori,,0,0,0,0
117,3.0,TURN_SNAPSHOT,Abe,,135687,3,0,0
118,0.4,RECRUIT,Date,Musashi,160,7,0,0
118,0.4,RECRUIT,Date,Musashi,160,7,0,0
118,0.4,RECRUIT,Date,Musashi,160,7,0,0
118,0.4,RECRUIT,Date,Suruga,140,7,0,0
118,0.4,RECRUIT,Date,Suruga,140,7,0,0
118,0.4,RECRUIT,Date,Suruga,140,7,0,0
118,0.4,BATTLE_LOSS,Date,Musashi,79949,7,24000,1598
118,0.4,BATTLE_LOSS,Date,Suruga,66340,7,16800,1658
118,0.4,TURN_SNAPSHOT,Tada,,636198,4,0,0
118,0.4,TURN_SNAPSHOT,Date,,0,7,0,0
118,0.4,TURN_SNAPSHOT,Nori,,0,0,0,0
118,0.4,TURN_SNAPSHOT,Abe,,113522,3,0,0
119,3.5,TURN_SNAPSHOT,Tada,,636198,4,0,0
119,3.5,TURN_SNAPSHOT,Date,,0,7,0,0
119,3.5,TURN_SNAPSHOT,Nori,,0,0,0,0
119,3.5,TURN_SNAPSHOT,Abe,,132122,3,0,0
120,0.2,RECRUIT,Date,Musashi,160,7,0,0
120,0.2,RECRUIT,Date,Musashi,160,7,0,0
120,0.2,RECRUIT,Date,Musashi,160,7,0,0
120,0.2,RECRUIT,Date,Suruga,140,7,0,0
120,0.2,RECRUIT,Date,Suruga,140,7,0,0
120,0.2,RECRUIT,Date,Suruga,140,7,0,0
120,0.2,BATTLE_LOSS,Date,Musashi,68355,7,24000,1367
120,0.2,BATTLE_LOSS,Date,Suruga,61969,7,16800,1549
120,0.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
120,0.2,TURN_SNAPSHOT,Date,,0,7,0,0
120,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
120,0.2,TURN_SNAPSHOT,Abe,,109957,3,0,0
121,3.7,TURN_SNAPSHOT,Tada,,636198,4,0,0
121,3.7,TURN_SNAPSHOT,Date,,0,7,0,0
121,3.7,TURN_SNAPSHOT,Nori,,0,0,0,0
121,3.7,TURN_SNAPSHOT,Abe,,128557,3,0,0
122,0.2,RECRUIT,Date,Musashi,160,7,0,0
122,0.2,RECRUIT,Date,Musashi,160,7,0,0
122,0.2,RECRUIT,Date,Musashi,160,7,0,0
122,0.2,RECRUIT,Date,Suruga,140,7,0,0
122,0.2,RECRUIT,Date,Suruga,140,7,0,0
122,0.2,RECRUIT,Date,Suruga,140,7,0,0
122,0.2,BATTLE_LOSS,Date,Musashi,56761,7,24000,1135
122,0.2,BATTLE_LOSS,Date,Suruga,57598,7,16800,1439
122,0.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
122,0.2,TURN_SNAPSHOT,Date,,0,7,0,0
122,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
122,0.2,TURN_SNAPSHOT,Abe,,106392,3,0,0
123,4.0,TURN_SNAPSHOT,Tada,,636198,4,0,0
123,4.0,TURN_SNAPSHOT,Date,,0,7,0,0
123,4.0,TURN_SNAPSHOT,Nori,,0,0,0,0
123,4.0,TURN_SNAPSHOT,Abe,,124992,3,0,0
124,0.3,RECRUIT,Date,Musashi,160,7,0,0
124,0.3,RECRUIT,Date,Musashi,160,7,0,0
124,0.3,RECRUIT,Date,Musashi,160,7,0,0
124,0.3,RECRUIT,Date,Suruga,140,7,0,0
124,0.3,RECRUIT,Date,Suruga,140,7,0,0
124,0.3,RECRUIT,Date,Suruga,140,7,0,0
124,0.3,BATTLE_LOSS,Date,Musashi,45167,7,24000,903
124,0.3,BATTLE_LOSS,Date,Suruga,53227,7,16800,1330
124,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
124,0.3,TURN_SNAPSHOT,Date,,0,7,0,0
124,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
124,0.3,TURN_SNAPSHOT,Abe,,102827,3,0,0
125,3.4,TURN_SNAPSHOT,Tada,,636198,4,0,0
125,3.4,TURN_SNAPSHOT,Date,,0,7,0,0
125,3.4,TURN_SNAPSHOT,Nori,,0,0,0,0
125,3.4,TURN_SNAPSHOT,Abe,,121427,3,0,0
126,0.2,RECRUIT,Date,Musashi,160,7,0,0
126,0.2,RECRUIT,Date,Musashi,160,7,0,0
126,0.2,RECRUIT,Date,Musashi,160,7,0,0
126,0.2,RECRUIT,Date,Suruga,140,7,0,0
126,0.2,RECRUIT,Date,Suruga,140,7,0,0
126,0.2,RECRUIT,Date,Suruga,140,7,0,0
126,0.2,BATTLE_LOSS,Date,Musashi,33573,7,24000,671
126,0.2,BATTLE_LOSS,Date,Suruga,48856,7,16800,1221
126,0.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
126,0.2,TURN_SNAPSHOT,Date,,0,7,0,0
126,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
126,0.2,TURN_SNAPSHOT,Abe,,99262,3,0,0
127,4.0,TURN_SNAPSHOT,Tada,,636198,4,0,0
127,4.0,TURN_SNAPSHOT,Date,,0,7,0,0
127,4.0,TURN_SNAPSHOT,Nori,,0,0,0,0
127,4.0,TURN_SNAPSHOT,Abe,,117862,3,0,0
128,0.1,RECRUIT,Date,Musashi,160,7,0,0
128,0.1,RECRUIT,Date,Musashi,160,7,0,0
128,0.1,RECRUIT,Date,Musashi,160,7,0,0
128,0.1,RECRUIT,Date,Suruga,140,7,0,0
128,0.1,RECRUIT,Date,Suruga,140,7,0,0
128,0.1,RECRUIT,Date,Suruga,140,7,0,0
128,0.1,BATTLE_WIN,Date,Musashi,21979,7,24000,439
128,0.1,BATTLE_LOSS,Date,Musashi,44485,7,2050,889
128,0.1,TURN_SNAPSHOT,Tada,,636198,4,0,0
128,0.1,TURN_SNAPSHOT,Date,,16800,7,0,0
128,0.1,TURN_SNAPSHOT,Nori,,0,0,0,0
128,0.1,TURN_SNAPSHOT,Abe,,112437,3,0,0
129,3.2,BATTLE_LOSS,Date,Suruga,48639,7,16800,1215
129,3.2,SIEGE_LOSS,Date,Musashi,6200,7,3000,620
129,3.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
129,3.2,TURN_SNAPSHOT,Date,,0,6,0,0
129,3.2,TURN_SNAPSHOT,Nori,,0,0,0,0
129,3.2,TURN_SNAPSHOT,Abe,,111290,4,0,0
130,0.3,RECRUIT,Date,Suruga,140,6,0,0
130,0.3,RECRUIT,Date,Suruga,140,6,0,0
130,0.3,RECRUIT,Date,Suruga,140,6,0,0
130,0.3,BATTLE_LOSS,Date,Suruga,38068,6,16800,951
130,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
130,0.3,TURN_SNAPSHOT,Date,,0,6,0,0
130,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
130,0.3,TURN_SNAPSHOT,Abe,,137119,4,0,0
131,7.0,TURN_SNAPSHOT,Tada,,636198,4,0,0
131,7.0,TURN_SNAPSHOT,Date,,0,6,0,0
131,7.0,TURN_SNAPSHOT,Nori,,0,0,0,0
131,7.0,TURN_SNAPSHOT,Abe,,155719,4,0,0
132,0.3,RECRUIT,Date,Dewa,160,6,0,0
132,0.3,RECRUIT,Date,Dewa,160,6,0,0
132,0.3,RECRUIT,Date,Dewa,160,6,0,0
132,0.3,RECRUIT,Date,Sendai,160,6,0,0
132,0.3,RECRUIT,Date,Sendai,160,6,0,0
132,0.3,RECRUIT,Date,Sendai,160,6,0,0
132,0.3,RECRUIT,Date,Kanto,140,6,0,0
132,0.3,RECRUIT,Date,Kanto,140,6,0,0
132,0.3,RECRUIT,Date,Kanto,140,6,0,0
132,0.3,RECRUIT,Date,Shimosa,140,6,0,0
132,0.3,RECRUIT,Date,Shimosa,140,6,0,0
132,0.3,RECRUIT,Date,Shimosa,140,6,0,0
132,0.3,BATTLE_LOSS,Date,Kanto,33424,6,16800,835
132,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
132,0.3,TURN_SNAPSHOT,Date,,64800,6,0,0
132,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
132,0.3,TURN_SNAPSHOT,Abe,,163745,4,0,0
133,4.5,TURN_SNAPSHOT,Tada,,636198,4,0,0
133,4.5,TURN_SNAPSHOT,Date,,64800,6,0,0
133,4.5,TURN_SNAPSHOT,Nori,,0,0,0,0
133,4.5,TURN_SNAPSHOT,Abe,,188545,4,0,0
134,0.3,RECRUIT,Date,Dewa,160,6,0,0
134,0.3,RECRUIT,Date,Dewa,160,6,0,0
134,0.3,RECRUIT,Date,Dewa,160,6,0,0
134,0.3,RECRUIT,Date,Sendai,160,6,0,0
134,0.3,RECRUIT,Date,Sendai,160,6,0,0
134,0.3,RECRUIT,Date,Sendai,160,6,0,0
134,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
134,0.3,TURN_SNAPSHOT,Date,,112800,6,0,0
134,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
134,0.3,TURN_SNAPSHOT,Abe,,213345,4,0,0
135,4.6,TURN_SNAPSHOT,Tada,,636198,4,0,0
135,4.6,TURN_SNAPSHOT,Date,,112800,6,0,0
135,4.6,TURN_SNAPSHOT,Nori,,0,0,0,0
135,4.6,TURN_SNAPSHOT,Abe,,238145,4,0,0
136,0.3,RECRUIT,Date,Dewa,160,6,0,0
136,0.3,RECRUIT,Date,Dewa,160,6,0,0
136,0.3,RECRUIT,Date,Dewa,160,6,0,0
136,0.3,RECRUIT,Date,Sendai,160,6,0,0
136,0.3,RECRUIT,Date,Sendai,160,6,0,0
136,0.3,RECRUIT,Date,Sendai,160,6,0,0
136,0.3,RECRUIT,Date,Shimosa,140,6,0,0
136,0.3,RECRUIT,Date,Shimosa,140,6,0,0
136,0.3,RECRUIT,Date,Shimosa,140,6,0,0
136,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
136,0.3,TURN_SNAPSHOT,Date,,177600,6,0,0
136,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
136,0.3,TURN_SNAPSHOT,Abe,,262945,4,0,0
137,4.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
137,4.3,TURN_SNAPSHOT,Date,,177600,6,0,0
137,4.3,TURN_SNAPSHOT,Nori,,0,0,0,0
137,4.3,TURN_SNAPSHOT,Abe,,287745,4,0,0
138,0.2,RECRUIT,Date,Dewa,160,6,0,0
138,0.2,RECRUIT,Date,Dewa,160,6,0,0
138,0.2,RECRUIT,Date,Dewa,160,6,0,0
138,0.2,RECRUIT,Date,Sendai,160,6,0,0
138,0.2,RECRUIT,Date,Sendai,160,6,0,0
138,0.2,RECRUIT,Date,Sendai,160,6,0,0
138,0.2,RECRUIT,Date,Shimosa,140,6,0,0
138,0.2,RECRUIT,Date,Shimosa,140,6,0,0
138,0.2,RECRUIT,Date,Shimosa,140,6,0,0
138,0.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
138,0.2,TURN_SNAPSHOT,Date,,242400,6,0,0
138,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
138,0.2,TURN_SNAPSHOT,Abe,,312545,4,0,0
139,6.7,TURN_SNAPSHOT,Tada,,636198,4,0,0
139,6.7,TURN_SNAPSHOT,Date,,242400,6,0,0
139,6.7,TURN_SNAPSHOT,Nori,,0,0,0,0
139,6.7,TURN_SNAPSHOT,Abe,,337345,4,0,0
140,0.3,RECRUIT,Date,Dewa,160,6,0,0
140,0.3,RECRUIT,Date,Dewa,160,6,0,0
140,0.3,RECRUIT,Date,Dewa,160,6,0,0
140,0.3,RECRUIT,Date,Sendai,160,6,0,0
140,0.3,RECRUIT,Date,Sendai,160,6,0,0
140,0.3,RECRUIT,Date,Sendai,160,6,0,0
140,0.3,RECRUIT,Date,Shimosa,140,6,0,0
140,0.3,RECRUIT,Date,Shimosa,140,6,0,0
140,0.3,RECRUIT,Date,Shimosa,140,6,0,0
140,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
140,0.3,TURN_SNAPSHOT,Date,,307200,6,0,0
140,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
140,0.3,TURN_SNAPSHOT,Abe,,362145,4,0,0
141,4.0,TURN_SNAPSHOT,Tada,,636198,4,0,0
141,4.0,TURN_SNAPSHOT,Date,,307200,6,0,0
141,4.0,TURN_SNAPSHOT,Nori,,0,0,0,0
141,4.0,TURN_SNAPSHOT,Abe,,386945,4,0,0
142,0.3,RECRUIT,Date,Dewa,160,6,0,0
142,0.3,RECRUIT,Date,Dewa,160,6,0,0
142,0.3,RECRUIT,Date,Dewa,160,6,0,0
142,0.3,RECRUIT,Date,Sendai,160,6,0,0
142,0.3,RECRUIT,Date,Sendai,160,6,0,0
142,0.3,RECRUIT,Date,Sendai,160,6,0,0
142,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
142,0.3,TURN_SNAPSHOT,Date,,355200,6,0,0
142,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
142,0.3,TURN_SNAPSHOT,Abe,,411745,4,0,0
143,2.4,TURN_SNAPSHOT,Tada,,636198,4,0,0
143,2.4,TURN_SNAPSHOT,Date,,355200,6,0,0
143,2.4,TURN_SNAPSHOT,Nori,,0,0,0,0
143,2.4,TURN_SNAPSHOT,Abe,,436545,4,0,0
144,4.0,TURN_SNAPSHOT,Tada,,636198,4,0,0
144,4.0,TURN_SNAPSHOT,Date,,355200,6,0,0
144,4.0,TURN_SNAPSHOT,Nori,,0,0,0,0
144,4.0,TURN_SNAPSHOT,Abe,,455145,4,0,0
145,0.2,RECRUIT,Date,Dewa,160,6,0,0
145,0.2,RECRUIT,Date,Dewa,160,6,0,0
145,0.2,RECRUIT,Date,Dewa,160,6,0,0
145,0.2,RECRUIT,Date,Sendai,160,6,0,0
145,0.2,RECRUIT,Date,Sendai,160,6,0,0
145,0.2,RECRUIT,Date,Sendai,160,6,0,0
145,0.2,RECRUIT,Date,Shimosa,160,6,0,0
145,0.2,RECRUIT,Date,Shimosa,160,6,0,0
145,0.2,RECRUIT,Date,Shimosa,160,6,0,0
145,0.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
145,0.2,TURN_SNAPSHOT,Date,,427200,6,0,0
145,0.2,TURN_SNAPSHOT,Nori,,0,0,0,0
145,0.2,TURN_SNAPSHOT,Abe,,461345,4,0,0
146,1.7,TURN_SNAPSHOT,Tada,,636198,4,0,0
146,1.7,TURN_SNAPSHOT,Date,,427200,6,0,0
146,1.7,TURN_SNAPSHOT,Nori,,0,0,0,0
146,1.7,TURN_SNAPSHOT,Abe,,479945,4,0,0
147,0.3,RECRUIT,Date,Kanto,140,6,0,0
147,0.3,RECRUIT,Date,Kanto,140,6,0,0
147,0.3,RECRUIT,Date,Kanto,140,6,0,0
147,0.3,BATTLE_LOSS,Date,Kanto,109650,6,16800,2741
147,0.3,TURN_SNAPSHOT,Tada,,636198,4,0,0
147,0.3,TURN_SNAPSHOT,Date,,427200,6,0,0
147,0.3,TURN_SNAPSHOT,Nori,,0,0,0,0
147,0.3,TURN_SNAPSHOT,Abe,,475572,4,0,0
148,2.2,TURN_SNAPSHOT,Tada,,636198,4,0,0
148,2.2,TURN_SNAPSHOT,Date,,427200,6,0,0
148,2.2,TURN_SNAPSHOT,Nori,,0,0,0,0
148,2.2,TURN_SNAPSHOT,Abe,,481772,4,0,0
149,0.1,RECRUIT,Date,Shimosa,160,6,0,0
149,0.1,RECRUIT,Date,Shimosa,160,6,0,0
149,0.1,RECRUIT,Date,Shimosa,160,6,0,0
149,0.1,TURN_SNAPSHOT,Tada,,636198,4,0,0
149,0.1,TURN_SNAPSHOT,Date,,451200,6,0,0
149,0.1,TURN_SNAPSHOT,Nori,,0,0,0,0
149,0.1,TURN_SNAPSHOT,Abe,,487972,4,0,0
150,4.4,TURN_SNAPSHOT,Tada,,636198,4,0,0
150,4.4,TURN_SNAPSHOT,Date,,451200,6,0,0
150,4.4,TURN_SNAPSHOT,Nori,,0,0,0,0
150,4.4,TURN_SNAPSHOT,Abe,,494172,4,0,0
151,2.6,RECRUIT,Date,Dewa,160,6,0,0
